페이지,도면번호,탭,TYPE,열,이전값,새값,근거,어느 단계,행 키
6,D00P-10LBA10-M05-0001,FIELD,TIT,description,UNIT #11 HP STEAM TEMPERATURE,UNIT #11 HP STEAM TEMPERATURE A,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,0496c0be022bd8d2
6,D00P-10LBA10-M05-0001,FIELD,TIT,description,UNIT #10 HP STEAM TEMPERATURE,UNIT #10 HP STEAM TEMPERATURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,0e96b25afd3ef9aa
6,D00P-10LBA10-M05-0001,FIELD,TIT,description,UNIT #11 HP STEAM TEMPERATURE,UNIT #11 HP STEAM TEMPERATURE D,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,311eac50402e48c3
6,D00P-10LBA10-M05-0001,FIELD,TIT,description,UNIT #12 HP STEAM TEMPERATURE,UNIT #12 HP STEAM TEMPERATURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,44d2e50a7e81229c
6,D00P-10LBA10-M05-0001,FIELD,TIT,description,UNIT #11 HP STEAM TEMPERATURE,UNIT #11 HP STEAM TEMPERATURE C,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6688e56fcb86a134
6,D00P-10LBA10-M05-0001,FIELD,TIT,description,UNIT #11 HP STEAM TEMPERATURE,UNIT #11 HP STEAM TEMPERATURE E,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 E번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,77713b4c6e472e01
6,D00P-10LBA10-M05-0001,FIELD,TIT,description,UNIT #10 HP STEAM TEMPERATURE,UNIT #10 HP STEAM TEMPERATURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,a54d37d1f3cdffe5
6,D00P-10LBA10-M05-0001,FIELD,TIT,description,UNIT #11 HP STEAM TEMPERATURE,UNIT #11 HP STEAM TEMPERATURE B,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,ad62537ea0594f92
6,D00P-10LBA10-M05-0001,FIELD,TIT,description,UNIT #12 HP STEAM TEMPERATURE,UNIT #12 HP STEAM TEMPERATURE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,d91fcc2b3fc00518
6,D00P-10LBA10-M05-0001,FIELD,TIT,description,UNIT #12 HP STEAM TEMPERATURE,UNIT #12 HP STEAM TEMPERATURE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,e759f83d0dd7bd91
7,D00P-10LBC40-M05-0001,FIELD,LS,description,UNIT #11 CRH STEAM TO FLASH BOX HRSG#11 BD TANK LEVEL HIGH,UNIT #11 CRH STEAM TO FLASH BOX HRSG#11 BD TANK LEVEL HIGH B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,416e34c7ac998ee1
7,D00P-10LBC40-M05-0001,FIELD,PIT,description,UNIT #11 CRH STEAM PRESSURE,UNIT #11 CRH STEAM PRESSURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,515cf688c129d46a
7,D00P-10LBC40-M05-0001,FIELD,LS,description,UNIT #11 CRH STEAM TO FLASH BOX HRSG#11 BD TANK LEVEL HIGH,UNIT #11 CRH STEAM TO FLASH BOX HRSG#11 BD TANK LEVEL HIGH A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,d7468b74862f8e47
7,D00P-10LBC40-M05-0001,FIELD,PIT,description,UNIT #11 CRH STEAM PRESSURE,UNIT #11 CRH STEAM PRESSURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,ff412920fbe0c9c3
8,D00P-10LBC50-M05-0001,FIELD,TIT,description,UNIT #11 HRH STEAM TEMPERATURE,UNIT #11 HRH STEAM TEMPERATURE D,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,02181d502c503ff9
8,D00P-10LBC50-M05-0001,FIELD,TIT,description,UNIT #12 HRH STEAM TEMPERATURE,UNIT #12 HRH STEAM TEMPERATURE C,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,325e87ac61cd6979
8,D00P-10LBC50-M05-0001,FIELD,TIT,description,UNIT #11 HRH STEAM TEMPERATURE,UNIT #11 HRH STEAM TEMPERATURE A,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,3d16470c39d4ad7c
8,D00P-10LBC50-M05-0001,FIELD,PIT,description,UNIT #12 HRH STEAM PRESSURE,UNIT #12 HRH STEAM PRESSURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,4ab3d3f2e49750f7
8,D00P-10LBC50-M05-0001,FIELD,TIT,description,UNIT #12 HRH STEAM TEMPERATURE,UNIT #12 HRH STEAM TEMPERATURE D,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,67d7a8cb136dfaff
8,D00P-10LBC50-M05-0001,FIELD,TIT,description,UNIT #11 HRH STEAM TEMPERATURE,UNIT #11 HRH STEAM TEMPERATURE C,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6851c1c2cf826186
8,D00P-10LBC50-M05-0001,FIELD,TIT,description,UNIT #12 HRH STEAM TEMPERATURE,UNIT #12 HRH STEAM TEMPERATURE A,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,7854f45ef059b7ba
8,D00P-10LBC50-M05-0001,FIELD,TIT,description,UNIT #11 HRH STEAM TEMPERATURE,UNIT #11 HRH STEAM TEMPERATURE B,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,98bf3aed2c1a53df
8,D00P-10LBC50-M05-0001,FIELD,TIT,description,UNIT #12 HRH STEAM TEMPERATURE,UNIT #12 HRH STEAM TEMPERATURE B,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,b274f8b1b55a06b3
8,D00P-10LBC50-M05-0001,FIELD,PIT,description,UNIT #12 HRH STEAM PRESSURE,UNIT #12 HRH STEAM PRESSURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,fe1051ef674a0cca
9,D00P-10LBA30-M05-0001,FIELD,LS,description,UNIT #10 LP STEAM TO CLEAN DRAIN TANK LEVEL HIGH HIGH,UNIT #10 LP STEAM TO CLEAN DRAIN TANK LEVEL HIGH HIGH A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,2fce9658fb7ccc10
9,D00P-10LBA30-M05-0001,FIELD,LS,description,UNIT #11 LP STEAM TO HRSG#11 BD TANK LEVEL HIGH,UNIT #11 LP STEAM TO HRSG#11 BD TANK LEVEL HIGH B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,358dee802af7724c
9,D00P-10LBA30-M05-0001,FIELD,LS,description,UNIT #11 LP STEAM TO HRSG#11 BD TANK LEVEL HIGH,UNIT #11 LP STEAM TO HRSG#11 BD TANK LEVEL HIGH A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,54bd273c1f69298a
9,D00P-10LBA30-M05-0001,FIELD,LS,description,UNIT #11 LP STEAM TO HRSG#11 BD TANK LEVEL HIGH HIGH,UNIT #11 LP STEAM TO HRSG#11 BD TANK LEVEL HIGH HIGH B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6e2a667197b8241f
9,D00P-10LBA30-M05-0001,FIELD,LS,description,UNIT #10 LP STEAM TO CLEAN DRAIN TANK LEVEL HIGH HIGH,UNIT #10 LP STEAM TO CLEAN DRAIN TANK LEVEL HIGH HIGH B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,82b7bc3cf94755c8
9,D00P-10LBA30-M05-0001,FIELD,LS,description,UNIT #11 LP STEAM TO HRSG#11 BD TANK LEVEL HIGH HIGH,UNIT #11 LP STEAM TO HRSG#11 BD TANK LEVEL HIGH HIGH A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,f33c1c0ac6ea5bd1
10,D00P-10MAN10-M05-0001,FIELD,LS,description,UNIT #11 LP BYPASS VALVE LEVEL,UNIT #11 LP BYPASS VALVE LEVEL B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,0ddf49d6a117e666
10,D00P-10MAN10-M05-0001,FIELD,LS,description,UNIT #11 LP BYPASS VALVE LEVEL,UNIT #11 LP BYPASS VALVE LEVEL A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,d82c176fd1bf6961
11,D00P-10MAN10-M05-0002,FIELD,LS,description,UNIT #12 LP BYPASS VALVE LEVEL,UNIT #12 LP BYPASS VALVE LEVEL B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,0f156712d24ff43c
11,D00P-10MAN10-M05-0002,FIELD,FIT,description,UNIT #12 BYPASS STEAM FLOW,UNIT #12 BYPASS STEAM FLOW B,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,11c6d6e5f4a9d133
11,D00P-10MAN10-M05-0002,FIELD,FE,description,UNIT #12 BYPASS STEAM FLOW ELEMENT,UNIT #12 BYPASS STEAM FLOW ELEMENT A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,436653aa73b242d1
11,D00P-10MAN10-M05-0002,FIELD,FIT,description,UNIT #12 BYPASS STEAM FLOW,UNIT #12 BYPASS STEAM FLOW D,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,509f93c22af79eba
11,D00P-10MAN10-M05-0002,PNEUMATIC,GLOBE,description,FROM CEP GLOBE VALVE,FROM CEP GLOBE VALVE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6e7de0615f787efa
11,D00P-10MAN10-M05-0002,FIELD,LS,description,UNIT #12 LP BYPASS VALVE LEVEL,UNIT #12 LP BYPASS VALVE LEVEL A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,7fcba13954813c63
11,D00P-10MAN10-M05-0002,FIELD,FE,description,UNIT #12 BYPASS STEAM FLOW ELEMENT,UNIT #12 BYPASS STEAM FLOW ELEMENT C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,9c5fa5a9beaf7e9e
11,D00P-10MAN10-M05-0002,FIELD,FE,description,UNIT #12 BYPASS STEAM FLOW ELEMENT,UNIT #12 BYPASS STEAM FLOW ELEMENT B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,9e9a62e73a78d741
11,D00P-10MAN10-M05-0002,PNEUMATIC,GLOBE,description,FROM CEP GLOBE VALVE,FROM CEP GLOBE VALVE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,d15dca500c43b845
11,D00P-10MAN10-M05-0002,PNEUMATIC,GLOBE,description,FROM CEP GLOBE VALVE,FROM CEP GLOBE VALVE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,da44972e3f07a827
11,D00P-10MAN10-M05-0002,FIELD,FIT,description,UNIT #12 BYPASS STEAM FLOW,UNIT #12 BYPASS STEAM FLOW A,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,e1b5c722fad0142e
11,D00P-10MAN10-M05-0002,FIELD,FIT,description,UNIT #12 BYPASS STEAM FLOW,UNIT #12 BYPASS STEAM FLOW E,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 E번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,e959969381516997
11,D00P-10MAN10-M05-0002,FIELD,FIT,description,UNIT #12 BYPASS STEAM FLOW,UNIT #12 BYPASS STEAM FLOW C,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,fe644d26d9f711f0
12,D00P-10LBG10-M05-0001,FIELD,LS,description,UNIT #10 AUX STEAM LETDOWN VALVE LEVEL,UNIT #10 AUX STEAM LETDOWN VALVE LEVEL A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,564f85a4ea9c767f
12,D00P-10LBG10-M05-0001,FIELD,LS,description,UNIT #10 AUX STEAM LETDOWN VALVE LEVEL,UNIT #10 AUX STEAM LETDOWN VALVE LEVEL B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,8d790edece9663ba
14,D00P-10LCM10-M05-0001,MOV,GLOBE,description,TO BLOCK #10 CONDENSER GLOBE VALVE,TO BLOCK #10 CONDENSER GLOBE VALVE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,107fa619361e5f94
14,D00P-10LCM10-M05-0001,FIELD,LIT,description,UNIT #10 CLEAN DRAIN TANK LEVEL,UNIT #10 CLEAN DRAIN TANK LEVEL A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,1b0bb0d50c6baae0
14,D00P-10LCM10-M05-0001,PNEUMATIC,GLOBE,description,TO BLOCK #10 CONDENSER GLOBE VALVE,TO BLOCK #10 CONDENSER GLOBE VALVE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,3443b00c0676d288
14,D00P-10LCM10-M05-0001,FIELD,LIT,description,UNIT #10 CLEAN DRAIN TANK LEVEL,UNIT #10 CLEAN DRAIN TANK LEVEL B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,b82cfe4ac8cd8f7e
14,D00P-10LCM10-M05-0001,MOV,GLOBE,description,TO BLOCK #10 CONDENSER GLOBE VALVE,TO BLOCK #10 CONDENSER GLOBE VALVE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,d7d641a3231ebb66
16,D00P-10LCA10-M05-0001,FIELD,RO,description,UNIT #10 CONDENSATE GRUOP CONDENSER RESTRICTION ORIFICE,UNIT #10 CONDENSATE GRUOP CONDENSER RESTRICTION ORIFICE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,4edb74f7bedd7b92
16,D00P-10LCA10-M05-0001,FIELD,LIT,description,UNIT #12 CONDENSATE CEP MINIMUM FLOW RECIRCULATION LEVEL,UNIT #12 CONDENSATE CEP MINIMUM FLOW RECIRCULATION LEVEL A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,58c99f2c08aeae21
16,D00P-10LCA10-M05-0001,FIELD,LIT,description,UNIT #12 CONDENSATE CEP MINIMUM FLOW RECIRCULATION LEVEL,UNIT #12 CONDENSATE CEP MINIMUM FLOW RECIRCULATION LEVEL B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,5d25a69444283438
16,D00P-10LCA10-M05-0001,FIELD,RO,description,UNIT #10 CONDENSATE GRUOP CONDENSER RESTRICTION ORIFICE,UNIT #10 CONDENSATE GRUOP CONDENSER RESTRICTION ORIFICE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,b9a94bd29e64ae03
16,D00P-10LCA10-M05-0001,FIELD,RO,description,UNIT #10 CONDENSATE GRUOP CONDENSER RESTRICTION ORIFICE,UNIT #10 CONDENSATE GRUOP CONDENSER RESTRICTION ORIFICE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,cd0017ec65b11a51
16,D00P-10LCA10-M05-0001,MOV,GATE,description,TO SAFE LOCATION GATE VALVE,TO SAFE LOCATION GATE VALVE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,cff32a5bcc44bdad
16,D00P-10LCA10-M05-0001,MOV,GATE,description,TO SAFE LOCATION GATE VALVE,TO SAFE LOCATION GATE VALVE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,dee44385c06788dd
18,D00P-10MAJ10-M05-0001,FIELD,PI,description,UNIT #10 CONDENSER AIR REMOVAL SKID A PRESSURE,UNIT #10 CONDENSER AIR REMOVAL SKID A PRESSURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,8dc4bc0ef3cf7141
18,D00P-10MAJ10-M05-0001,FIELD,PI,description,UNIT #10 CONDENSER AIR REMOVAL SKID A PRESSURE,UNIT #10 CONDENSER AIR REMOVAL SKID A PRESSURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,9b4cb516a1dc75b5
20,D00P-11LAB00-M05-0001,FIELD,FE,description,UNIT #11 HRSG FEEDWATER BOILER FEED WATER PUMP FLOW ELEMENT,UNIT #11 HRSG FEEDWATER BOILER FEED WATER PUMP FLOW ELEMENT B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,178856958e9d8d7d
20,D00P-11LAB00-M05-0001,FIELD,FE,description,UNIT #11 HRSG FEEDWATER BOILER FEED WATER PUMP FLOW ELEMENT,UNIT #11 HRSG FEEDWATER BOILER FEED WATER PUMP FLOW ELEMENT C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,7fe059c0c14e6fcb
20,D00P-11LAB00-M05-0001,FIELD,FE,description,UNIT #11 HRSG FEEDWATER BOILER FEED WATER PUMP FLOW ELEMENT,UNIT #11 HRSG FEEDWATER BOILER FEED WATER PUMP FLOW ELEMENT A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,a3b596c4be64806a
21,D00P-11LAC10-M05-0001,FIELD,FIT,description,TO CONDENSER FLOW TRANSMITTER C,TO CONDENSER DISCHARGE FLOW TRANSMITTER C,가까운 커넥터 DISCHARGE 360.8pt · 2위 OUTLET 766.3pt,C-4 커넥터 위치어,00d337cdc26cf63e
21,D00P-11LAC10-M05-0001,FIELD,FE,description,TO CONDENSER FLOW ELEMENT,TO CONDENSER DISCHARGE FLOW ELEMENT,가까운 커넥터 DISCHARGE 390.7pt · 2위 OUTLET 796.2pt,C-4 커넥터 위치어,1219cb03996440d5
21,D00P-11LAC10-M05-0001,FIELD,FIT,description,TO CONDENSER FLOW TRANSMITTER B,TO CONDENSER DISCHARGE FLOW TRANSMITTER B,가까운 커넥터 DISCHARGE 329.5pt · 2위 OUTLET 735.0pt,C-4 커넥터 위치어,356f78087476055c
21,D00P-11LAC10-M05-0001,FIELD,FIT,description,TO CONDENSER FLOW TRANSMITTER A,TO CONDENSER DISCHARGE FLOW TRANSMITTER A,가까운 커넥터 DISCHARGE 298.1pt · 2위 OUTLET 703.6pt,C-4 커넥터 위치어,5343587376b2a207
21,D00P-11LAC10-M05-0001,FIELD,TIT,description,TCA COOLER COOLING WATER FLOW CONTROL VALVE TEMPERATURE TRANSMITTER B,TCA COOLER COOLING WATER FLOW CONTROL VALVE OUTLET TEMPERATURE TRANSMITTER B,가까운 커넥터 OUTLET 564.7pt · 2위 DISCHARGE 1145.6pt,C-4 커넥터 위치어,6c888c437f683257
21,D00P-11LAC10-M05-0001,FIELD,TIT,description,TCA COOLER COOLING WATER FLOW CONTROL VALVE TEMPERATURE TRANSMITTER A,TCA COOLER COOLING WATER FLOW CONTROL VALVE OUTLET TEMPERATURE TRANSMITTER A,가까운 커넥터 OUTLET 672.9pt · 2위 DISCHARGE 1037.4pt,C-4 커넥터 위치어,acea9741daa0f6ba
25,D00P-11EKG10-M05-0001,PNEUMATIC,BALL,description,FROM HRSG#11 IP ECONOMIZER BALL VALVE,FROM HRSG#11 IP ECONOMIZER BALL VALVE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,43ea0e0d26b93c08
