페이지,도면번호,탭,TYPE,열,이전값,새값,근거,어느 단계,행 키
40,D00P-10PGB10-M05-0006,FIELD,TI,description,UNIT #11 CCW GT CONTROL OIL COOLER RETURN TEMPERATURE,UNIT #11 CCW GT CONTROL OIL COOLER RETURN TEMPERATURE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,4dd5e7adc646caa0
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE E,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 E번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,535b6f436a01dc25
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT ENHANCED COOLING AIR COMPRESSOR PRESSURE,UNIT #11 CCW GT ENHANCED COOLING AIR COMPRESSOR PRESSURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,64b1ac964e123779
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT ENHANCED COOLING AIR COMPRESSOR PRESSURE,UNIT #11 CCW GT ENHANCED COOLING AIR COMPRESSOR PRESSURE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,67b9ee8a093c805d
40,D00P-10PGB10-M05-0006,FIELD,TI,description,UNIT #11 CCW GT 2C COOLER RETURN TEMPERATURE,UNIT #11 CCW GT 2C COOLER RETURN TEMPERATURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6ee54e422c4af87d
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT HP PURGE AIR COMPRESSOR COOLER PRESSURE,UNIT #11 CCW GT HP PURGE AIR COMPRESSOR COOLER PRESSURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,7a420803ca4d334c
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE B,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,7b6e32101c4e4340
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT 2C COOLER PRESSURE,UNIT #11 CCW GT 2C COOLER PRESSURE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,87040e61e388e8aa
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE D,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,872abe5ef92bb16f
40,D00P-10PGB10-M05-0006,FIELD,TI,description,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER RETURN TEMPERATURE,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER RETURN TEMPERATURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,9259a5aec7367297
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT CONTROL OIL COOLER PRESSURE,UNIT #11 CCW GT CONTROL OIL COOLER PRESSURE D,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,9a041e728a4a4194
40,D00P-10PGB10-M05-0006,FIELD,TI,description,UNIT #11 CCW GT CONTROL OIL COOLER RETURN TEMPERATURE,UNIT #11 CCW GT CONTROL OIL COOLER RETURN TEMPERATURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,a3f83c11983cdca6
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT 2C COOLER PRESSURE,UNIT #11 CCW GT 2C COOLER PRESSURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,a51b590f757d2a2f
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT CONTROL OIL COOLER PRESSURE,UNIT #11 CCW GT CONTROL OIL COOLER PRESSURE C,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,c78d2efa840ce66d
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE A,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,d384a0b611264e41
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT CONTROL OIL COOLER PRESSURE,UNIT #11 CCW GT CONTROL OIL COOLER PRESSURE A,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,e9c26763e41a9242
40,D00P-10PGB10-M05-0006,FIELD,PI,description,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #11 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE F,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 F번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,fb3fa770e950969f
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE C,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,0cdb499d89b27ee5
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT ENHANCED COOLING AIR COMPRESSOR PRESSURE,UNIT #12 CCW GT ENHANCED COOLING AIR COMPRESSOR PRESSURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,0d75d3152c9a61a7
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE A,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,0ebb1b36da62bc50
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT ENHANCED COOLING AIR COMPRESSOR PRESSURE,UNIT #12 CCW GT ENHANCED COOLING AIR COMPRESSOR PRESSURE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,2175a0cf725857e4
41,D00P-10PGB10-M05-0007,FIELD,TI,description,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER RETURN TEMPERATURE,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER RETURN TEMPERATURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,2c18cb76958af13d
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE B,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,2d6d8135460fc5f2
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT HP PURGE AIR COMPRESSOR COOLER PRESSURE,UNIT #12 CCW GT HP PURGE AIR COMPRESSOR COOLER PRESSURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,3cb0d05ca2d865c0
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE D,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,430fb4d4386bb62b
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT 2C COOLER PRESSURE,UNIT #12 CCW GT 2C COOLER PRESSURE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,47a72f329a8defb6
41,D00P-10PGB10-M05-0007,FIELD,TI,description,UNIT #12 CCW GT CONTROL OIL COOLER RETURN TEMPERATURE,UNIT #12 CCW GT CONTROL OIL COOLER RETURN TEMPERATURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,51b9ee1d99c3af57
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT 2C COOLER PRESSURE,UNIT #12 CCW GT 2C COOLER PRESSURE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,5bfa48a042d9eb9b
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT 2C COOLER PRESSURE,UNIT #12 CCW GT 2C COOLER PRESSURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6008be7da1c5d6be
41,D00P-10PGB10-M05-0007,FIELD,TI,description,UNIT #12 CCW GT CONTROL OIL COOLER RETURN TEMPERATURE,UNIT #12 CCW GT CONTROL OIL COOLER RETURN TEMPERATURE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6f73474fb86ccbe7
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT ENHANCED COOLING AIR COMPRESSOR PRESSURE,UNIT #12 CCW GT ENHANCED COOLING AIR COMPRESSOR PRESSURE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,7c8f53a479491697
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT HP PURGE AIR COMPRESSOR COOLER PRESSURE,UNIT #12 CCW GT HP PURGE AIR COMPRESSOR COOLER PRESSURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,80a42cfcf832030f
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT FUEL OIL PURGE AIR COOLER PRESSURE,UNIT #12 CCW GT FUEL OIL PURGE AIR COOLER PRESSURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,8300075c1eb5b91e
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT CONTROL OIL COOLER PRESSURE,UNIT #12 CCW GT CONTROL OIL COOLER PRESSURE C,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,858cde62efd65eb5
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT CONTROL OIL COOLER PRESSURE,UNIT #12 CCW GT CONTROL OIL COOLER PRESSURE A,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,8b61706fc6665f6f
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT FUEL OIL PURGE AIR COOLER PRESSURE,UNIT #12 CCW GT FUEL OIL PURGE AIR COOLER PRESSURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,a6a99db5b5fdab5a
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT CONTROL OIL COOLER PRESSURE,UNIT #12 CCW GT CONTROL OIL COOLER PRESSURE B,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,a7db89215c509727
41,D00P-10PGB10-M05-0007,FIELD,TI,description,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER RETURN TEMPERATURE,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER RETURN TEMPERATURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,a80c4ce659979933
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT CONTROL OIL COOLER PRESSURE,UNIT #12 CCW GT CONTROL OIL COOLER PRESSURE D,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,d5f087fc3488c7d9
41,D00P-10PGB10-M05-0007,FIELD,TI,description,UNIT #12 CCW GT CONTROL OIL COOLER RETURN TEMPERATURE,UNIT #12 CCW GT CONTROL OIL COOLER RETURN TEMPERATURE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,da432dba1ec6b749
41,D00P-10PGB10-M05-0007,FIELD,TI,description,UNIT #12 CCW GT 2C COOLER RETURN TEMPERATURE,UNIT #12 CCW GT 2C COOLER RETURN TEMPERATURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,e1071ec5c4ed1169
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE E,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 E번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,ecb4eb7c4452c756
41,D00P-10PGB10-M05-0007,FIELD,TI,description,UNIT #12 CCW GT 2C COOLER RETURN TEMPERATURE,UNIT #12 CCW GT 2C COOLER RETURN TEMPERATURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,ee85518aca92c975
41,D00P-10PGB10-M05-0007,FIELD,PI,description,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE,UNIT #12 CCW GT GENERATOR HYDROGEN GAS COOLER PRESSURE F,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 F번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,f044094f4665a994
46,D00P-00GHC10-M05-0001,FIELD,PI,description,SERVICE WATER SUPPLY PUMP PRESSURE,SERVICE WATER SUPPLY PUMP PRESSURE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,3b85d654fa1233a6
46,D00P-00GHC10-M05-0001,FIELD,PI,description,SERVICE WATER SUPPLY PUMP PRESSURE,SERVICE WATER SUPPLY PUMP PRESSURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,47d398653f8f7fb4
46,D00P-00GHC10-M05-0001,FIELD,LIT,description,DESALINATED WATER BUFFER TANK A B LEVEL,DESALINATED WATER BUFFER TANK A B LEVEL B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,5a241d7ede3b6f29
46,D00P-00GHC10-M05-0001,FIELD,LIT,description,DESALINATED WATER BUFFER TANK A A LEVEL,DESALINATED WATER BUFFER TANK A A LEVEL C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,66e8f60e8a2e33a0
46,D00P-00GHC10-M05-0001,FIELD,PI,description,SERVICE WATER SUPPLY PUMP PRESSURE,SERVICE WATER SUPPLY PUMP PRESSURE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,a2ee7fb35c7f9fde
46,D00P-00GHC10-M05-0001,FIELD,LI,description,DESALINATED WATER BUFFER TANK A A LEVEL,DESALINATED WATER BUFFER TANK A A LEVEL A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,aa99c272d5b84b9d
46,D00P-00GHC10-M05-0001,FIELD,LIT,description,DESALINATED WATER BUFFER TANK A A LEVEL,DESALINATED WATER BUFFER TANK A A LEVEL B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,b492c3001bb6cd12
46,D00P-00GHC10-M05-0001,FIELD,LIT,description,DESALINATED WATER BUFFER TANK A B LEVEL,DESALINATED WATER BUFFER TANK A B LEVEL A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,fde6caca278366ed
47,D00P-00GHC10-M05-0001,FIELD,LIT,description,DEMINERALIZED WATER STORAGE TANK A LEVEL,DEMINERALIZED WATER STORAGE TANK A LEVEL A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,1499a2ba48c2921b
47,D00P-00GHC10-M05-0001,FIELD,LIT,description,DEMINERALIZED WATER STORAGE TANK A LEVEL,DEMINERALIZED WATER STORAGE TANK A LEVEL B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,200bbeda54b1572e
47,D00P-00GHC10-M05-0001,FIELD,RO,description,DEMINERALIZED WATER SUPPLY PUMP RESTRICTION ORIFICE,DEMINERALIZED WATER SUPPLY PUMP RESTRICTION ORIFICE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,56370d6eee9609c3
47,D00P-00GHC10-M05-0001,FIELD,PI,description,DEMINERALIZED WATER SUPPLY PUMP PRESSURE,DEMINERALIZED WATER SUPPLY PUMP PRESSURE D,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,a3d9260e45974c83
47,D00P-00GHC10-M05-0001,FIELD,PI,description,DEMINERALIZED WATER SUPPLY PUMP PRESSURE,DEMINERALIZED WATER SUPPLY PUMP PRESSURE C,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,b48e4a3c3339a5ec
47,D00P-00GHC10-M05-0001,FIELD,PI,description,DEMINERALIZED WATER SUPPLY PUMP PRESSURE,DEMINERALIZED WATER SUPPLY PUMP PRESSURE E,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 E번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,b528f177394eba9a
47,D00P-00GHC10-M05-0001,FIELD,PI,description,DEMINERALIZED WATER SUPPLY PUMP PRESSURE,DEMINERALIZED WATER SUPPLY PUMP PRESSURE A,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,be13cd4f82b123ee
47,D00P-00GHC10-M05-0001,FIELD,RO,description,DEMINERALIZED WATER SUPPLY PUMP RESTRICTION ORIFICE,DEMINERALIZED WATER SUPPLY PUMP RESTRICTION ORIFICE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,e2a879fe725d7129
47,D00P-00GHC10-M05-0001,FIELD,RO,description,DEMINERALIZED WATER SUPPLY PUMP RESTRICTION ORIFICE,DEMINERALIZED WATER SUPPLY PUMP RESTRICTION ORIFICE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,e3575d4af3b241dd
47,D00P-00GHC10-M05-0001,FIELD,PI,description,DEMINERALIZED WATER SUPPLY PUMP PRESSURE,DEMINERALIZED WATER SUPPLY PUMP PRESSURE B,같은 도면에 같은 문장 5행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,ea222ba843ae1a5b
49,D00P-00GHB10-M05-0001,FIELD,LIT,description,WATER AND FIRE STORAGE TANK B LEVEL,WATER AND FIRE STORAGE TANK B LEVEL C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,3bc5dbc25220ec2c
49,D00P-00GHB10-M05-0001,FIELD,LI,description,WATER AND FIRE STORAGE TANK A LEVEL,WATER AND FIRE STORAGE TANK A LEVEL A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,4f2c638e6fd592f7
49,D00P-00GHB10-M05-0001,FIELD,LI,description,WATER AND FIRE STORAGE TANK B LEVEL,WATER AND FIRE STORAGE TANK B LEVEL A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6014018641cb2815
49,D00P-00GHB10-M05-0001,FIELD,LIT,description,WATER AND FIRE STORAGE TANK B LEVEL,WATER AND FIRE STORAGE TANK B LEVEL B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6ab7cd0af7c7d71c
